beer_name,style,brewery,city,abv,num_ratings,ba_score
Back To the West,American IPA,Wolf & Warrior Brewing Co.,White Plains,7.4,0,0
Brutus,American Brut IPA,Wolf & Warrior Brewing Co.,White Plains,5,0,0
Empire Stouts Back,English Oatmeal Stout,Wolf & Warrior Brewing Co.,White Plains,6.1,0,0
Farmhand’s Delight,Belgian Saison,Wolf & Warrior Brewing Co.,White Plains,7,0,0
Into the West,American IPA,Wolf & Warrior Brewing Co.,White Plains,7.2,0,0
Outlier Series: Import/Export,Foreign / Export Stout,Wolf & Warrior Brewing Co.,White Plains,8,0,0
Pack Leader,New England IPA,Wolf & Warrior Brewing Co.,White Plains,8.1,0,0
Patagonia,American Blonde Ale,Wolf & Warrior Brewing Co.,White Plains,5,0,0
Project Mayhem,New England IPA,Wolf & Warrior Brewing Co.,White Plains,7.2,0,0
Resurgence,New England IPA,Wolf & Warrior Brewing Co.,White Plains,7.5,0,0
Smooth Moves,American Porter,Wolf & Warrior Brewing Co.,White Plains,7,0,0
The Cologne Köntract,German Kölsch,Wolf & Warrior Brewing Co.,White Plains,5.3,0,0
Wolf of White Plains,New England IPA,Wolf & Warrior Brewing Co.,White Plains,8.8,0,0
Wooglin,American Pale Ale (APA),Wolf & Warrior Brewing Co.,White Plains,5.6,0,0
Blondes On The Beach - Mango Infused,American Blonde Ale,Artisanal Brew Works,Saratoga Springs,5.4,0,0
Drunken Chocolate Brown,English Brown Ale,Artisanal Brew Works,Saratoga Springs,6.6,0,0
Savage Warhead - oh yeeeeahhh!,American Wild Ale,Artisanal Brew Works,Saratoga Springs,6.2,0,0
Angel's Share,German Bock,Arrowood Farms,Accord,4.2,0,0
Oktoberfest,German Märzen / Oktoberfest,Arrowood Farms,Accord,6.3,0,0
Roggienbier Rye Lager,German Roggenbier,Arrowood Farms,Accord,4.6,0,0
Spring Marzen,German Märzen / Oktoberfest,Arrowood Farms,Accord,5.9,0,0
Blonde Ale,American Blonde Ale,Argyle Brewing Company,Greenwich,4.4,0,0
Nap Time Liquid Creation - Divination,German Pilsner,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,5.5,0,0
"Nap Time Liquid Creation - Angels of Darkness, Demons of Light",American Imperial Stout,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,9.25,0,0
Nap Time Liquid Creation - Blue Rose,American Brut IPA,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,6.3,0,0
Nap Time Liquid Creation - Cacaoness,American Stout,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,8.2,0,0
Nap Time Liquid Creation - Christmas Reaper,American Imperial Stout,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,8.3,0,0
Nap Time Liquid Creation - Clementine Pretty Colored Marbles,Belgian Saison,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,?,0,0
Nap Time Liquid Creation - Coffeeness,American Imperial Stout,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,8.5,0,0
Nap Time Liquid Creation - Dream Cloud,American IPA,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,7,0,0
Nap Time Liquid Creation - Existential Void,American Imperial Stout,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,11,0,0
Nap Time Liquid Creation - Floating into the Night,American Stout,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,6.9,0,0
Nap Time Liquid Creation - Garden of Forking Paths,Belgian Saison,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,6,0,0
Nap Time Liquid Creation - Hive Mind,Belgian Saison,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,7,0,0
Nap Time Liquid Creation - Interstellar Space,Rye Beer,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,6.66,0,0
Nap Time Liquid Creation - Love Story,Belgian Saison,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,6,0,0
Nap Time Liquid Creation - Mahal Kita,Belgian Saison,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,5.5,0,0
Nap Time Liquid Creation - Nothingness,American Imperial Stout,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,8.25,0,0
Nap Time Liquid Creation - Pretty Colored Marbles Melon,Belgian Saison,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,5.5,0,0
Nap Time Liquid Creation - Renihilation,Belgian Saison,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,5.7,0,0
Nap Time Liquid Creation - Resilience IPA,American IPA,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,6.7,0,0
Nap Time Liquid Creation - Revelator,German Maibock,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,6.5,0,0
Nap Time Liquid Creation - The Clarity,American Cream Ale,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,4.9,0,0
Nap Time Liquid Creation - Theodicy,American Wild Ale,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,5.7,0,0
Nap Time Liquid Creation - Tiny Ghosts,American IPA,Andean Brewing Company / Nap Time Liquid Creation,Blauvelt,6.25,0,0
Burst,American Imperial IPA,Amber Lantern Brewing Company,Warsaw,8,0,0
Farmer’s Hand Chocolate Milk Porter,American Porter,Amber Lantern Brewing Company,Warsaw,8,0,0
Spacer,American Blonde Ale,Amber Lantern Brewing Company,Warsaw,4.6,0,0
Death Waiver,American Imperial Stout,Alewife,Queens,10.1,0,0
Scullery 003,American Brut IPA,Alewife,Queens,9.2,0,0
Double Bear,American Amber / Red Ale,Adirondack Pub & Brewery,Lake George,8.5,0,0
Envy Amber Ale,American Amber / Red Ale,7 Sins Brewery,Ripley,5,0,0
Gluttony Stout,American Stout,7 Sins Brewery,Ripley,5.5,0,0
Greed Brown Ale,American Brown Ale,7 Sins Brewery,Ripley,5.1,0,0
Lust Cherry Wheat,American Pale Wheat Ale,7 Sins Brewery,Ripley,4.2,0,0
Pride Pilsner,American Lager,7 Sins Brewery,Ripley,4.8,0,0
Wrath IPA,American IPA,7 Sins Brewery,Ripley,7.1,0,0
9A IPA,American IPA,6 Degrees Of Separation Restaurant & Brewery,Ossining,5.6,0,0
Aqueduct Ale,Belgian Dark Ale,6 Degrees Of Separation Restaurant & Brewery,Ossining,5.5,0,0
Cranbeery Orange Ale,Fruit and Field Beer,6 Degrees Of Separation Restaurant & Brewery,Ossining,4.4,0,0
Rocket Fuel,American Stout,6 Degrees Of Separation Restaurant & Brewery,Ossining,5.5,0,0
Aud Fog Enforcer DIPA,American Imperial IPA,42 North Brewing Company,East Aurora,8,0,0
Hopography #001,New England IPA,42 North Brewing Company,East Aurora,?,0,0
Island Sour Farmhouse,Belgian Saison,42 North Brewing Company,East Aurora,4.6,0,0
Lemon Blueberry Crumble Gose,Leipzig Gose,42 North Brewing Company,East Aurora,?,0,0
Lodestone,New England IPA,42 North Brewing Company,East Aurora,?,0,0
Meridian Myth Milkshake IPA,New England IPA,42 North Brewing Company,East Aurora,6.7,0,0
NYtro Coffee Porter,American Porter,42 North Brewing Company,East Aurora,6.3,0,0
Red Army,Russian Imperial Stout,42 North Brewing Company,East Aurora,9,0,0
Sojourn,American Wild Ale,42 North Brewing Company,East Aurora,7.9,0,0
Strawberry Rhubarb Gose,Leipzig Gose,42 North Brewing Company,East Aurora,?,0,0
Treaty Saison,Belgian Saison,42 North Brewing Company,East Aurora,5.8,0,0
Nitro Red,Irish Red Ale,2 Way Brewing Company,Beacon,5.1,0,0
Sneaky Pilgrim,German Bock,2 Way Brewing Company,Beacon,6.5,0,0
The Hop Project: Amarillo,American Pale Ale (APA),2 Way Brewing Company,Beacon,5.6,0,0
The Hop Project: Cascade,American Pale Ale (APA),2 Way Brewing Company,Beacon,6,0,0
The Hop Project: Fuggles,English Pale Mild Ale,2 Way Brewing Company,Beacon,5.2,0,0
INNA,English Sweet / Milk Stout,1940's Brewing Company,Holbrook,5.8,0,0
Clear The Browser Brown,American Brown Ale,16 Stone Ale House,Holland Patent,6.5,0,0
Hop Flood,American IPA,16 Stone Ale House,Holland Patent,6.3,0,0
Hoppy Bandit,American IPA,16 Stone Ale House,Holland Patent,5.5,0,0
Merry Christmas Chuck Brown,American Brown Ale,16 Stone Ale House,Holland Patent,6.7,0,0
Ostara Black IPA,American Black Ale,16 Stone Ale House,Holland Patent,5.5,0,0
Savior Saison,Belgian Saison,16 Stone Ale House,Holland Patent,6.2,0,0
Twilight Stone Dry Stout,Irish Dry Stout,16 Stone Ale House,Holland Patent,6.8,0,0
12 Gates Hefeweizen,German Hefeweizen,12 Gates Brewing Company,Williamsville,5.6,0,0
Cheers To 35 Years,German Kellerbier / Zwickelbier,12 Gates Brewing Company,Williamsville,5.5,0,0
Hot Chocolate Amber,American Amber / Red Lager,12 Gates Brewing Company,Williamsville,?,0,0
Oak Aged Under The Southern Cross IPA,American IPA,12 Gates Brewing Company,Williamsville,7,0,0
Phoenix Pils,Bohemian Pilsener,12 Gates Brewing Company,Williamsville,5.3,0,0
Wind Forge IPA,American IPA,12 Gates Brewing Company,Williamsville,6.2,0,0
Buck Island Cream Ale,American Pale Ale (APA),Big Slide Brewery and Public House,Lake Placid,4.7,0,0
Cocoanut Porter,American Porter,Big Slide Brewery and Public House,Lake Placid,4.6,0,0
Roggenbier,German Rauchbier,Big Slide Brewery and Public House,Lake Placid,6,0,0
Roggenbier,German Rauchbier,Big Slide Brewery and Public House,Lake Placid,6,0,0
100% NY PALE ALE,American Pale Ale (APA),Big Ditch Brewing Company,Buffalo,6,0,0
Berry Sour 2.0,American Wild Ale,Big Ditch Brewing Company,Buffalo,6.4,0,0
Electric District Pils,German Pilsner,Big Ditch Brewing Company,Buffalo,5.1,0,0
Jalapeno Cream Ale,American Cream Ale,Big Ditch Brewing Company,Buffalo,5.3,0,0
Meloneweizen Watermelon Hefeweizen,German Hefeweizen,Big Ditch Brewing Company,Buffalo,4.2,0,0
Batch #0125 - Triple Peppercorn Rye,German Roggenbier,Big aLICe Brewing,Queens,10.4,0,0
Batch #0126 - Galia Melon Sour Wheat,American Wheatwine Ale,Big aLICe Brewing,Queens,12.6,0,0
BIG aLICe / West Kill - Branches And Bines,American IPA,Big aLICe Brewing,Queens,6,0,0
Boysenberry Blackcurrant Sour,American Wild Ale,Big aLICe Brewing,Queens,4.5,0,0
Brunch Crusher,American Wild Ale,Big aLICe Brewing,Queens,4.5,0,0
New South Gritsette,American Brett,Big aLICe Brewing,Queens,6.4,0,0
Queens Farmhouse,Belgian Saison,Big aLICe Brewing,Queens,6,0,0
20 From,German Kellerbier / Zwickelbier,Belt Line Brewery & Kitchen,Buffalo,4.7,0,0
A Beer With Nelson,American IPA,Belt Line Brewery & Kitchen,Buffalo,6.8,0,0
A Beer With Simcoe,American Imperial IPA,Belt Line Brewery & Kitchen,Buffalo,7.9,0,0
Berry Jusey,Fruit and Field Beer,Belt Line Brewery & Kitchen,Buffalo,4.7,0,0
Cross Cut (Barrel Aged With Coffee),American Stout,Belt Line Brewery & Kitchen,Buffalo,7.1,0,0
Cross Cut (With Cacao Nibs And Undergrounds Coffee),English Oatmeal Stout,Belt Line Brewery & Kitchen,Buffalo,?,0,0
"Cross Cut (With Cacao Nibs, Cinnamon, Dried Pequin And Ancho Chilies)",English Oatmeal Stout,Belt Line Brewery & Kitchen,Buffalo,?,0,0
Doors Up!,American Pale Ale (APA),Belt Line Brewery & Kitchen,Buffalo,4.7,0,0
Everything Is Fine,American Wild Ale,Belt Line Brewery & Kitchen,Buffalo,6.3,0,0
Farm To Tap #2: Belgian Chocolate Stout,Belgian Strong Dark Ale,Belt Line Brewery & Kitchen,Buffalo,8.7,0,0
Main Course,American Imperial IPA,Belt Line Brewery & Kitchen,Buffalo,7.7,0,0
Mango Mo-Lanta,New England IPA,Belt Line Brewery & Kitchen,Buffalo,7.6,0,0
Mo' Ca$h,American Imperial IPA,Belt Line Brewery & Kitchen,Buffalo,8.6,0,0
Mo-Lanta,New England IPA,Belt Line Brewery & Kitchen,Buffalo,7.6,0,0
Taste Like Brunch,American Wild Ale,Belt Line Brewery & Kitchen,Buffalo,6.6,0,0
Tastes Like Brunch (White Peach),American Wild Ale,Belt Line Brewery & Kitchen,Buffalo,6.6,0,0
Cherry Shocker,Fruit and Field Beer,Beer Tree Brew Co.,Port Crane,4.8,0,0
Chipotle Fruit Salad,American Wild Ale,Beer Tree Brew Co.,Port Crane,4.9,0,0
Color Trees,New England IPA,Beer Tree Brew Co.,Port Crane,7.1,0,0
Fruta Con Tajin,American Wild Ale,Beer Tree Brew Co.,Port Crane,4.9,0,0
Pony Pale Ale,American Pale Ale (APA),Becker Brewing Company,Gasport,5.3,0,0
Apricot Mango Pale,Fruit and Field Beer,Battle Street Brewery,Dansville,6.5,0,0
Castle Brick Red,Irish Red Ale,Battle Street Brewery,Dansville,?,0,0
Paper Mill Pale,American Pale Ale (APA),Battle Street Brewery,Dansville,5,0,0
Black Mountain IPA,American Black Ale,Battle Hill Brewing Company,Fort Ann,5,0,0
Toe Warmer,American Strong Ale,Battle Hill Brewing Company,Fort Ann,8,0,0
Wild Hog Brown,American Brown Ale,Battle Hill Brewing Company,Fort Ann,?,0,0
Barrier / Garage - Say Nothing,American IPA,Barrier Brewing Company,Oceanside,7.4,0,0
Barrier / Greenport Harbor - Flyback,New England IPA,Barrier Brewing Company,Oceanside,7.1,0,0
Beer Bellys,American IPA,Barrier Brewing Company,Oceanside,6.6,0,0
Belgian Breakfast,American Stout,Barrier Brewing Company,Oceanside,8.8,0,0
Morticia / Conditioned on Bourbon Soaked Oak Spirals & Coffee,American Imperial Stout,Barrier Brewing Company,Oceanside,10.1,0,0
Your Inner Kettle,Belgian Saison,Barrier Brewing Company,Oceanside,7.3,0,0
Black Spot Ale,American Black Ale,Barrage Brewing Company,Farmingdale,5.5,0,0
Honey Buzz,American IPA,Barrage Brewing Company,Farmingdale,6.5,0,0
Cabin Fever,Winter Warmer,Barker Brewing,Barker,?,0,0
Golden Hill Wheat,American Pale Wheat Ale,Barker Brewing,Barker,?,0,0
Niagara Pale Ale,American Pale Ale (APA),Barker Brewing,Barker,?,0,0
Three Sisters Stout,English Sweet / Milk Stout,Barker Brewing,Barker,?,0,0
Birling Bitter,English Bitter,BarkEater Craft Brewery,Lowville,4,0,0
BLK River - India Black Rye,American Black Ale,BarkEater Craft Brewery,Lowville,7,0,0
Bonaparte - Black Stout,American Stout,BarkEater Craft Brewery,Lowville,5,0,0
Brantingham Brown Ale,American Brown Ale,BarkEater Craft Brewery,Lowville,5,0,0
CiderTree Ale,Fruit and Field Beer,BarkEater Craft Brewery,Lowville,6.2,0,0
DAX - Dry IPA,American IPA,BarkEater Craft Brewery,Lowville,7,0,0
DAX - India Pale Ale,American IPA,BarkEater Craft Brewery,Lowville,6,0,0
DAX Red,American IPA,BarkEater Craft Brewery,Lowville,?,0,0
Montague Mild,English Dark Mild Ale,BarkEater Craft Brewery,Lowville,3.5,0,0
MÜS River - Red Ale,American Amber / Red Ale,BarkEater Craft Brewery,Lowville,6.25,0,0
Oswegatchie Black Scotch Ale,Scotch Ale / Wee Heavy,BarkEater Craft Brewery,Lowville,7,0,0
Oswegatchie Export 80/-,Scottish Ale,BarkEater Craft Brewery,Lowville,3.6,0,0
Oswegatchie Wee Heavy,Scotch Ale / Wee Heavy,BarkEater Craft Brewery,Lowville,8.25,0,0
Peavey Pale Ale,English Pale Ale,BarkEater Craft Brewery,Lowville,4.75,0,0
Scarlet Pumpkinale,Pumpkin Beer,BarkEater Craft Brewery,Lowville,6,0,0
Sinzibukwud - Maple Dark Strong,Belgian Strong Dark Ale,BarkEater Craft Brewery,Lowville,8,0,0
TUG Copper Ale,American Pale Ale (APA),BarkEater Craft Brewery,Lowville,6.5,0,0
Twelfth Night Wassail,English Old Ale,BarkEater Craft Brewery,Lowville,8,0,0
Wingapo Pale,American Pale Ale (APA),BarkEater Craft Brewery,Lowville,4.9,0,0
Frosty’s Winter Ale,Herb and Spice Beer,Bandwagon Brewery,Interlaken,6.5,0,0
Humulus Hefeweizen,German Hefeweizen,Bandwagon Brewery,Interlaken,7.1,0,0
Loc-ale,American Blonde Ale,Bandwagon Brewery,Interlaken,4.9,0,0
Pop’s Session Ale,American Pale Ale (APA),Bandwagon Brewery,Interlaken,4.7,0,0
Tartan 80/ Scottish Ale,Scottish Ale,Bandwagon Brewery,Interlaken,4.5,0,0
Watermelon Wheat,Fruit and Field Beer,Bandwagon Brewery,Interlaken,4.5,0,0
Bearded Brown,American Brown Ale,Bacchus Brewing Company,Dryden,5.2,0,0
Absent Light,American Imperial Stout,Bacchus & The Brewery at Bacchus,New Paltz,9,0,0
Orchard Sour,Berliner Weisse,Bacchus & The Brewery at Bacchus,New Paltz,4,0,0
Imperial Scotch Stout,American Stout,Ausable Brewing Co.,Keeseville,8.2,0,0
The Cultivator,American Black Ale,Ausable Brewing Co.,Keeseville,6.5,0,0
Hälfte,German Kölsch,Broken Bow Brewery,Tuckahoe,3.8,0,0
IPA Series - Chinook,American IPA,Broken Bow Brewery,Tuckahoe,6,0,0
IPA Series: Nugget Session,American IPA,Broken Bow Brewery,Tuckahoe,4.5,0,0
Pilixer,Bohemian Pilsener,Broken Bow Brewery,Tuckahoe,5.3,0,0
Pithed Off And Sour Clementine Sour Ale,American Wild Ale,Broken Bow Brewery,Tuckahoe,4,0,0
All NYS Chinook Pale Ale,American Pale Ale (APA),Brindle Haus Brewing Company,Spencerport,5,0,0
Black IPA,American Black Ale,Brindle Haus Brewing Company,Spencerport,7.5,0,0
Blood Orange Passionfruit Sour,American Wild Ale,Brindle Haus Brewing Company,Spencerport,6,0,0
Bourbon Barrel Aged Cherry Wheat Porter,American Porter,Brindle Haus Brewing Company,Spencerport,6,0,0
Confused Noob - El Dorado,New England IPA,Brindle Haus Brewing Company,Spencerport,7.5,0,0
Confused Noob - Galaxy,New England IPA,Brindle Haus Brewing Company,Spencerport,8,0,0
Confused Noob - Loral,New England IPA,Brindle Haus Brewing Company,Spencerport,6.5,0,0
Dry Hopped Amber,American Amber / Red Ale,Brindle Haus Brewing Company,Spencerport,5.6,0,0
Dunkelweizen,German Dunkelweizen,Brindle Haus Brewing Company,Spencerport,5.4,0,0
Guava Gose,Leipzig Gose,Brindle Haus Brewing Company,Spencerport,4.8,0,0
Honey Cream Ale,American Cream Ale,Brindle Haus Brewing Company,Spencerport,5.5,0,0
Kölsch,German Kölsch,Brindle Haus Brewing Company,Spencerport,5.2,0,0
Lemon Grass Wheat IPA,American IPA,Brindle Haus Brewing Company,Spencerport,7,0,0
Nitro Coffee Milk Stout,English Sweet / Milk Stout,Brindle Haus Brewing Company,Spencerport,5.5,0,0
Nitro Milk Stout,English Sweet / Milk Stout,Brindle Haus Brewing Company,Spencerport,6,0,0
Nitro White Chocolate Milk Stout,English Sweet / Milk Stout,Brindle Haus Brewing Company,Spencerport,5.2,0,0
Rye Pale Ale,American Pale Ale (APA),Brindle Haus Brewing Company,Spencerport,6.7,0,0
Saison,Belgian Saison,Brindle Haus Brewing Company,Spencerport,6,0,0
Strawberry Mango Milkshake,New England IPA,Brindle Haus Brewing Company,Spencerport,7.5,0,0
Winter Warmer,Winter Warmer,Brindle Haus Brewing Company,Spencerport,11,0,0
Junior's Clean Glasses Irish Red Ale,Irish Red Ale,Bridge and Tunnel Brewery,Queens,5.8,0,0
Red Bird Express Belgian Red IPA,Belgian IPA,Bridge and Tunnel Brewery,Queens,6.8,0,0
"American Music, Take 3",American Pale Wheat Ale,Brickyard Brewing Company,Lewiston,5.3,0,0
Brickyard Brown,English Brown Ale,Brickyard Brewing Company,Lewiston,4.8,0,0
DP,American Pale Ale (APA),Brickyard Brewing Company,Lewiston,5.6,0,0
Lewiston Porter,American Porter,Brickyard Brewing Company,Lewiston,5.6,0,0
Millions of Peaches Milkshake IPA,New England IPA,Brickyard Brewing Company,Lewiston,7,0,0
Totes McOats,American Stout,Brickyard Brewing Company,Lewiston,5.2,0,0
Blenderie Ommegang - Blend #004: Barrelmaster Grand Cru,Belgian Strong Dark Ale,Brewery Ommegang,Cooperstown,?,0,0
Saisonztraminer,Belgian Saison,Brewery Ommegang,Cooperstown,?,0,0
Siren's Song - Rum Barrel-Aged,Belgian Strong Dark Ale,Brewery Ommegang,Cooperstown,11,0,0
Black Chocolate Stout,American Black Ale,Braven Brewing Company,Brooklyn,10,0,0
Winter Saison,Belgian Saison,Bottomless Brewing,Geneva,5.7,0,0
A Pint of Plain,English Porter,Boots Brewing Company,Watertown,5.3,0,0
Battle Buddy,American Pale Ale (APA),Boots Brewing Company,Watertown,6.1,0,0
Broken In IPA,American Imperial IPA,Boots Brewing Company,Watertown,7.8,0,0
Dark & Gloomy,American Imperial Stout,Boots Brewing Company,Watertown,9,0,0
Extra Medium,California Common / Steam Beer,Boots Brewing Company,Watertown,5.7,0,0
If Only It Were Hazy,American IPA,Boots Brewing Company,Watertown,6.5,0,0
Lion's Bite,English Extra Special / Strong Bitter (ESB),Boots Brewing Company,Watertown,5.5,0,0
Ninja Punch,New England IPA,Boots Brewing Company,Watertown,6.4,0,0
Silly Little Game,New England IPA,Boots Brewing Company,Watertown,6.4,0,0
Stag And Stars,Irish Dry Stout,Boots Brewing Company,Watertown,4.7,0,0
Tearing Tartan,Scotch Ale / Wee Heavy,Boots Brewing Company,Watertown,7.5,0,0
That's Wicked Kid!!!,New England IPA,Boots Brewing Company,Watertown,6.3,0,0
The Lion's Mane,English Bitter,Boots Brewing Company,Watertown,3.8,0,0
Useless Information,American IPA,Boots Brewing Company,Watertown,7.7,0,0
What is it Grandpapa???,German Märzen / Oktoberfest,Boots Brewing Company,Watertown,6.2,0,0
Double Fishing Double IPA,American Imperial IPA,Bolton Landing Brewing Company,Bolton Landing,9.3,0,0
John Thurman's Vermont Vacation,American IPA,Bolton Landing Brewing Company,Bolton Landing,6.7,0,0
Baltic Porter,Baltic Porter,Blue Point Brewing Company,Patchogue,7,0,0
Double Hop Smoothie,American Imperial IPA,Blue Point Brewing Company,Patchogue,8,0,0
Gold Squadron Lager,American Lager,Blue Point Brewing Company,Patchogue,5,0,0
Bottle Slide Wheat,American Pale Wheat Ale,Blue Line Brewery,Saranac Lake,4.3,0,0
Hot Sara,American IPA,Blue Line Brewery,Saranac Lake,6.1,0,0
Player's Slap Shot IPA,American IPA,Blue Line Brewery,Saranac Lake,5.9,0,0
Chatham Belgium Wit,Belgian Witbier,"Chatham Brewing, LLC",Chatham,5.5,0,0
Chatham Imperial Stout,American Imperial Stout,"Chatham Brewing, LLC",Chatham,8,0,0
Dry Irish Stout,American Stout,"Chatham Brewing, LLC",Chatham,4.5,0,0
Maibelle,American Blonde Ale,"Chatham Brewing, LLC",Chatham,5.5,0,0
Same Day Series: Hop On Top,American Blonde Ale,"Chatham Brewing, LLC",Chatham,5,0,0
Wind Gap Winter,Herb and Spice Beer,"Chatham Brewing, LLC",Chatham,6.5,0,0
Alternative Brews Gargoyle IPA,American IPA,CB Craft Brewers,Honeoye Falls,?,0,0
Brewer's Whim Bramble Weiss Raspberry Hefeweizen,Fruit and Field Beer,CB Craft Brewers,Honeoye Falls,4.2,0,0
Brewer's Whim Old Saunter Sour Ale,Flanders Oud Bruin,CB Craft Brewers,Honeoye Falls,6,0,0
Buffalo Tap Room Oktoberfest,German Märzen / Oktoberfest,CB Craft Brewers,Honeoye Falls,6,0,0
Mammoser's Fore Play IPA,American IPA,CB Craft Brewers,Honeoye Falls,5.8,0,0
Stoneyard Rock Hard IPA,American IPA,CB Craft Brewers,Honeoye Falls,?,0,0
Sweet 16 Anniversary Ale,Fruit and Field Beer,CB Craft Brewers,Honeoye Falls,6.5,0,0
The Old Toad Pumpkin Ale,Pumpkin Beer,CB Craft Brewers,Honeoye Falls,?,0,0
Black Dome IPA,American IPA,Cave Mountain Brewing Company,Windham,7,0,0
Catskill Amber Ale,American Amber / Red Ale,Cave Mountain Brewing Company,Windham,5.5,0,0
Labor Day Summer Ale,American Pale Ale (APA),Cave Mountain Brewing Company,Windham,5,0,0
Peach Hefe,German Hefeweizen,Cave Mountain Brewing Company,Windham,5,0,0
A Life Taconic,Belgian Strong Dark Ale,Captain Lawrence Brewing Co.,Elmsford,9.2,0,0
Bandwagon Attacks,American Imperial IPA,Captain Lawrence Brewing Co.,Elmsford,8,0,0
Cosmic Fog,New England IPA,Captain Lawrence Brewing Co.,Elmsford,8.5,0,0
Jus' Playin',American Wild Ale,Captain Lawrence Brewing Co.,Elmsford,5.2,0,0
Pastry Dreams,English Sweet / Milk Stout,Captain Lawrence Brewing Co.,Elmsford,8.5,0,0
"Powder Dreams - Triple Dry Hopped, mosaic, citra and amarillo lupulin powde",New England IPA,Captain Lawrence Brewing Co.,Elmsford,10.5,0,0
Woo-Girl!,American Lager,Captain Lawrence Brewing Co.,Elmsford,4.8,0,0
Callicoon Cow Pale Ale,American Pale Ale (APA),Callicoon Brewing Company,Callicoon,4.5,0,0
Albany IPA,American IPA,C.H. Evans Brewing Company,Albany,7.8,0,0
Big Crane Pale,American Pale Ale (APA),C.H. Evans Brewing Company,Albany,6.4,0,0
Cat Fight IPA,American IPA,C.H. Evans Brewing Company,Albany,3.5,0,0
Cream Ale,American Cream Ale,C.H. Evans Brewing Company,Albany,4.9,0,0
DoppelBock,German Doppelbock,C.H. Evans Brewing Company,Albany,7.1,0,0
Eger Cherry Wheat,American Pale Wheat Ale,C.H. Evans Brewing Company,Albany,5.3,0,0
ILFIPA,American IPA,C.H. Evans Brewing Company,Albany,5,0,0
India Pale Lager,American Imperial Pilsner,C.H. Evans Brewing Company,Albany,7.5,0,0
Raspberry Hefeweizen,German Hefeweizen,C.H. Evans Brewing Company,Albany,5.6,0,0
Ruck S.M.a.S.H.,American IPA,C.H. Evans Brewing Company,Albany,7.8,0,0
Session Amber,English Pale Ale,Buried Acorn Brewing Company,Syracuse,3.5,0,0
Sticky Lips,American Barleywine,Buried Acorn Brewing Company,Syracuse,13,0,0
Zuerst,Berliner Weisse,Buried Acorn Brewing Company,Syracuse,3.4,0,0
Clearly Misunderstood,German Schwarzbier,Bull & Barrel Brew Pub,Brewster,8,0,0
English Pale Ale,English Pale Ale,Bull & Barrel Brew Pub,Brewster,5.6,0,0
Left Hand Rye Pale Ale,American Amber / Red Ale,Bull & Barrel Brew Pub,Brewster,5,0,0
House Kringle,Herb and Spice Beer,Buffalo Brewpub,Williamsville,6.5,0,0
House Winter Wheat,American Dark Wheat Ale,Buffalo Brewpub,Williamsville,6.2,0,0
1764 Strong Ale,English Strong Ale,Buffalo Brewing Company,Buffalo,8,0,0
1789 Extra Special Bitter,English Extra Special / Strong Bitter (ESB),Buffalo Brewing Company,Buffalo,5.7,0,0
1802 IPA (Italian Pale Ale),American IPA,Buffalo Brewing Company,Buffalo,7,0,0
1841 Irish Red,Irish Red Ale,Buffalo Brewing Company,Buffalo,6,0,0
1890 Loganberry Ale,Fruit and Field Beer,Buffalo Brewing Company,Buffalo,?,0,0
1893 Oat Cream IPA,American IPA,Buffalo Brewing Company,Buffalo,7,0,0
1901 IPA,American IPA,Buffalo Brewing Company,Buffalo,6,0,0
1929 N.E.I.P.A.,New England IPA,Buffalo Brewing Company,Buffalo,7,0,0
1970 Oatmeal Stout,English Oatmeal Stout,Buffalo Brewing Company,Buffalo,6,0,0
1976 Grodziskie,Smoke Beer,Buffalo Brewing Company,Buffalo,?,0,0
2008 Rye Maple,Rye Beer,Buffalo Brewing Company,Buffalo,?,0,0
Deck Beer,American Pale Wheat Ale,Brown's Brewing Company,Troy,5.6,0,0
Hat Wobble IPA,American IPA,Brown's Brewing Company,Troy,6,0,0
India Pale Lager,American Lager,Brown's Brewing Company,Troy,6.5,0,0
Old Soul,American Wild Ale,Brown's Brewing Company,Troy,6,0,0
Peach Fuzz,American Wild Ale,Brown's Brewing Company,Troy,5.25,0,0
